id,ACTION
871,0.989859
872,0.627836
873,0.986847
874,0.854865
875,0.937119
876,0.796664
877,0.916386
878,0.965058
879,0.948138
880,0.970858
881,0.508816
882,0.813529
883,0.994353
884,0.861411
885,0.843169
886,0.987134
887,0.833928
888,0.990915
889,0.714113
890,0.994365
891,0.998116
892,0.832819
893,0.457179
894,0.948033
895,0.952946
896,0.932091
897,0.272167
898,0.934250
899,0.852530
900,0.995799
901,0.989919
902,0.987047
903,0.991307
904,0.993647
905,0.971411
906,0.985150
907,0.992821
908,0.999042
909,0.836638
910,0.889423
911,0.375871
912,0.976243
913,0.983344
914,0.975641
915,0.986685
916,0.986785
917,0.972840
918,0.967413
919,0.979652
920,0.924579
921,0.767128
922,0.991367
923,0.159179
924,0.980643
925,0.394907
926,0.952618
927,0.986368
928,0.997584
929,0.991396
930,0.934232
931,0.928668
932,0.989933
933,0.977459
934,0.817430
935,0.970578
936,0.796833
937,0.989891
938,0.978961
939,0.971197
940,0.983144
941,0.989409
942,0.983332
943,0.755976
944,0.993605
945,0.955735
946,0.837412
947,0.952397
948,0.847891
949,0.996067
950,0.977746
951,0.991075
952,0.123579
953,0.979099
954,0.970324
955,0.975218
956,0.214104
957,0.969555
958,0.975259
959,0.112307
960,0.852729
961,0.888004
962,0.978430
963,0.972122
964,0.759451
965,0.938449
966,0.829464
967,0.950204
968,0.535821
969,0.987942
970,0.821992
971,0.869802
972,0.986393
973,0.959088
974,0.944180
975,0.969208
976,0.988929
977,0.924819
978,0.759299
979,0.840836
980,0.140292
981,0.994239
982,0.991527
983,0.997841
984,0.015969
985,0.972354
986,0.798208
987,0.998032
988,0.984528
989,0.936341
990,0.125434
991,0.069937
992,0.988602
993,0.972905
994,0.947586
995,0.977560
996,0.985943
997,0.447071
998,0.980506
999,0.908014
1000,0.663034
1001,0.976009
1002,0.877925
1003,0.975244
1004,0.991504
1005,0.946485
1006,0.961867
1007,0.960493
1008,0.988265
1009,0.852624
1010,0.986975
1011,0.987268
1012,0.944236
1013,0.991921
1014,0.940324
1015,0.798469
1016,0.993238
1017,0.102416
1018,0.976451
1019,0.987861
1020,0.986627
1021,0.974191
1022,0.845189
1023,0.961753
1024,0.985470
1025,0.862520
1026,0.878776
1027,0.974074
1028,0.995129
1029,0.985918
1030,0.969014
1031,0.846208
1032,0.992460
1033,0.840115
1034,0.788441
1035,0.992085
1036,0.989023
1037,0.961552
1038,0.617936
1039,0.915001
1040,0.997156
1041,0.964212
1042,0.951466
1043,0.049946
1044,0.753399
1045,0.739970
1046,0.988546
1047,0.977733
1048,0.965506
1049,0.155467
1050,0.999004
1051,0.993515
1052,0.957160
1053,0.998962
1054,0.838279
1055,0.987145
1056,0.844284
1057,0.929870
1058,0.961227
1059,0.977876
1060,0.986895
1061,0.952551
1062,0.914990
1063,0.866043
1064,0.894015
1065,0.984019
1066,0.975635
1067,0.977949
1068,0.732696
1069,0.892052
1070,0.991106
1071,0.572511
1072,0.987944
1073,0.467371
1074,0.935383
1075,0.958852
1076,0.972926
1077,0.961753
1078,0.973751
1079,0.987492
1080,0.626372
1081,0.997205
1082,0.954776
1083,0.984456
1084,0.960893
1085,0.934200
1086,0.988330
1087,0.727133
1088,0.987327
1089,0.889342
1090,0.988498
1091,0.978334
1092,0.993905
1093,0.970865
1094,0.985404
1095,0.995893
1096,0.995556
1097,0.904424
1098,0.971996
1099,0.980691
1100,0.972348
1101,0.853417
1102,0.966681
1103,0.967118
1104,0.198062
1105,0.977330
1106,0.998378
1107,0.996013
1108,0.947630
1109,0.970488
1110,0.979650
1111,0.989412
1112,0.896787
1113,0.988786
1114,0.132321
1115,0.911885
1116,0.963045
1117,0.938802
1118,0.956155
1119,0.946223
1120,0.953879
1121,0.944966
1122,0.217186
1123,0.954214
1124,0.946088
1125,0.973179
1126,0.946912
1127,0.967451
1128,0.991313
1129,0.990195
1130,0.978655
1131,0.722434
1132,0.795913
1133,0.982307
1134,0.966992
1135,0.157979
1136,0.948929
1137,0.989552
1138,0.985437
1139,0.904968
1140,0.977415
1141,0.971065
1142,0.879860
1143,0.967954
1144,0.858388
1145,0.983019
1146,0.974375
1147,0.984761
1148,0.960118
1149,0.915798
1150,0.976241
1151,0.986412
1152,0.987861
1153,0.940621
1154,0.142611
1155,0.907035
1156,0.981788
1157,0.944358
1158,0.667520
1159,0.973724
1160,0.790188
1161,0.937945
1162,0.962926
1163,0.822758
1164,0.976111
1165,0.993735
1166,0.964239
1167,0.985723
1168,0.944200
1169,0.656709
1170,0.993718
1171,0.933634
1172,0.975856
1173,0.986341
1174,0.320907
1175,0.991162
1176,0.990908
1177,0.995572
1178,0.990309
1179,0.959212
1180,0.407211
1181,0.098933
1182,0.759102
1183,0.930514
1184,0.934753
1185,0.940543
1186,0.976251
1187,0.939394
1188,0.056405
1189,0.991078
1190,0.983856
1191,0.942367
1192,0.981285
1193,0.980177
1194,0.913290
1195,0.935062
1196,0.974862
1197,0.971294
1198,0.921149
1199,0.995668
1200,0.981203
1201,0.920040
1202,0.970092
1203,0.952467
1204,0.903639
1205,0.960444
1206,0.925406
1207,0.928635
1208,0.990345
1209,0.088724
1210,0.919731
1211,0.944117
1212,0.945466
1213,0.761987
1214,0.968929
1215,0.975574
1216,0.752174
1217,0.834237
1218,0.960930
1219,0.814932
1220,0.522373
1221,0.988972
1222,0.796787
1223,0.944561
1224,0.626228
1225,0.939566
1226,0.986529
1227,0.993309
1228,0.900730
1229,0.965506
1230,0.967120
1231,0.980269
1232,0.972415
1233,0.999013
1234,0.824016
1235,0.944315
1236,0.868236
1237,0.953861
1238,0.972020
1239,0.978194
1240,0.618422
1241,0.927064
1242,0.956469
1243,0.983272
1244,0.995118
1245,0.977037
1246,0.831221
1247,0.662247
1248,0.995593
1249,0.926538
1250,0.984044
1251,0.911793
1252,0.622114
1253,0.954972
1254,0.987571
1255,0.988696
1256,0.991967
1257,0.933103
1258,0.843319
1259,0.915740
1260,0.992207
1261,0.979832
1262,0.962032
1263,0.979172
1264,0.981252
1265,0.922596
1266,0.966099
1267,0.992700
1268,0.783424
1269,0.969413
1270,0.976695
1271,0.868573
1272,0.940205
1273,0.805307
1274,0.968240
1275,0.943594
1276,0.966244
1277,0.871962
1278,0.986398
1279,0.936907
1280,0.391199
1281,0.987891
1282,0.917405
1283,0.757104
1284,0.944875
1285,0.995739
1286,0.987684
1287,0.058202
1288,0.978337
1289,0.710746
1290,0.905887
1291,0.856002
1292,0.895090
1293,0.979162
1294,0.816833
1295,0.990243
1296,0.956942
1297,0.990503
1298,0.910750
1299,0.924144
1300,0.720884
1301,0.710632
1302,0.950861
1303,0.981144
1304,0.990286
1305,0.567748
1306,0.941567
1307,0.990053
1308,0.990495
1309,0.989347
1310,0.957220
1311,0.971868
1312,0.975971
1313,0.352748
1314,0.857109
1315,0.856149
1316,0.996242
1317,0.989797
1318,0.964517
1319,0.972933
1320,0.088246
1321,0.727362
1322,0.997387
1323,0.997911
1324,0.988963
1325,0.970387
1326,0.956683
1327,0.115202
1328,0.884331
1329,0.902127
1330,0.987271
1331,0.988648
1332,0.981742
1333,0.454668
1334,0.947629
1335,0.789358
1336,0.967071
1337,0.978859
1338,0.987783
1339,0.757540
1340,0.955487
1341,0.859888
1342,0.979284
1343,0.980580
1344,0.984279
1345,0.981257
1346,0.947081
1347,0.966018
1348,0.923710
1349,0.965939
1350,0.994178
1351,0.837929
1352,0.980650
1353,0.207887
1354,0.988139
1355,0.946187
1356,0.977686
1357,0.957463
1358,0.935623
1359,0.026410
1360,0.531404
1361,0.956919
1362,0.976037
1363,0.997963
1364,0.392051
1365,0.973591
1366,0.971079
1367,0.994446
1368,0.989649
1369,0.993204
1370,0.589127
1371,0.989468
1372,0.382358
1373,0.779130
1374,0.952795
1375,0.997618
1376,0.979864
1377,0.880137
1378,0.804275
1379,0.854100
1380,0.992208
1381,0.988663
1382,0.913645
1383,0.993315
1384,0.985435
1385,0.981682
1386,0.984555
1387,0.948155
1388,0.834869
1389,0.981408
1390,0.980218
1391,0.032002
1392,0.940659
1393,0.854347
1394,0.908770
1395,0.819347
1396,0.950643
1397,0.987180
1398,0.933010
1399,0.816091
1400,0.968056
1401,0.882276
1402,0.962954
1403,0.933604
1404,0.994012
1405,0.790955
1406,0.991028
1407,0.952792
1408,0.983681
1409,0.864466
1410,0.894090
1411,0.913304
1412,0.989714
1413,0.191757
1414,0.290236
1415,0.966840
1416,0.936246
1417,0.804893
1418,0.975575
1419,0.994330
1420,0.973124
1421,0.994765
1422,0.932478
1423,0.976216
1424,0.968069
1425,0.970754
1426,0.991301
1427,0.990223
1428,0.977648
1429,0.059653
1430,0.976052
1431,0.915672
1432,0.967425
1433,0.008412
1434,0.514248
1435,0.979907
1436,0.882660
1437,0.917919
1438,0.978032
1439,0.731786
1440,0.882720
1441,0.706397
1442,0.991854
1443,0.969785
1444,0.979599
1445,0.966426
1446,0.996486
1447,0.993497
1448,0.715268
1449,0.845456
1450,0.950814
1451,0.951651
1452,0.959671
1453,0.990431
1454,0.964145
1455,0.964966
1456,0.796443
1457,0.908333
1458,0.985820
1459,0.946282
1460,0.960640
1461,0.954614
1462,0.019848
1463,0.977344
1464,0.090256
1465,0.951811
1466,0.981367
1467,0.667845
1468,0.912197
1469,0.940079
1470,0.885514
1471,0.968300
1472,0.927760
1473,0.866574
1474,0.997700
1475,0.997320
1476,0.994832
1477,0.925007
1478,0.986182
1479,0.953693
1480,0.984430
1481,0.992355
1482,0.311761
1483,0.878833
1484,0.963502
1485,0.920786
1486,0.974978
1487,0.969855
1488,0.831959
1489,0.945744
1490,0.580415
1491,0.991799
1492,0.981914
1493,0.786017
1494,0.333295
1495,0.987509
1496,0.953269
1497,0.832891
1498,0.984140
1499,0.957280
1500,0.985880
1501,0.968581
1502,0.156700
1503,0.912137
1504,0.872713
1505,0.690110
1506,0.814451
1507,0.840965
1508,0.943547
1509,0.992040
1510,0.972431
1511,0.918460
1512,0.990501
1513,0.941849
1514,0.843308
1515,0.341590
1516,0.877376
1517,0.358665
1518,0.885937
1519,0.994296
1520,0.992916
1521,0.956394
1522,0.847134
1523,0.775281
1524,0.217845
1525,0.993849
1526,0.986068
1527,0.973684
1528,0.943648
1529,0.984186
1530,0.987350
1531,0.781181
1532,0.978805
1533,0.982960
1534,0.987280
1535,0.997536
1536,0.953358
1537,0.994565
1538,0.894953
1539,0.986575
1540,0.992522
1541,0.992227
1542,0.962973
1543,0.785095
1544,0.949063
1545,0.997154
1546,0.957286
1547,0.867272
1548,0.988129
1549,0.969019
1550,0.980546
1551,0.992645
1552,0.940402
1553,0.990432
1554,0.985862
1555,0.847377
1556,0.958006
1557,0.703181
1558,0.982102
1559,0.975843
1560,0.875002
1561,0.937042
1562,0.524521
1563,0.050333
1564,0.952258
1565,0.952892
1566,0.981595
1567,0.989211
1568,0.974146
1569,0.824119
1570,0.983204
1571,0.756321
1572,0.981605
1573,0.016155
1574,0.991639
1575,0.989993
1576,0.953184
1577,0.891781
1578,0.951697
1579,0.994585
1580,0.137504
1581,0.971112
1582,0.967214
1583,0.794692
1584,0.972837
1585,0.945321
1586,0.977017
1587,0.974250
1588,0.922182
1589,0.967020
1590,0.938570
1591,0.969073
1592,0.996595
1593,0.953980
1594,0.987566
1595,0.023912
1596,0.846477
1597,0.970139
1598,0.978957
1599,0.024799
1600,0.957857
1601,0.939884
1602,0.973272
1603,0.949750
1604,0.929981
1605,0.984538
1606,0.989258
1607,0.951460
1608,0.582634
1609,0.950346
1610,0.345124
1611,0.993333
1612,0.973532
1613,0.912180
1614,0.634258
1615,0.988816
1616,0.987011
1617,0.007721
1618,0.984778
1619,0.976908
1620,0.931609
1621,0.553595
1622,0.890269
1623,0.976496
1624,0.855244
1625,0.949767
1626,0.970917
1627,0.169514
1628,0.504867
1629,0.989503
1630,0.753025
1631,0.987532
1632,0.954086
1633,0.535075
1634,0.883762
1635,0.822720
1636,0.943418
1637,0.988776
1638,0.703940
1639,0.970813
1640,0.987711
1641,0.974723
1642,0.800991
1643,0.983191
1644,0.984449
1645,0.944094
1646,0.983387
1647,0.892327
1648,0.973399
1649,0.913574
1650,0.963487
1651,0.948219
1652,0.989290
1653,0.983218
1654,0.982715
1655,0.986447
1656,0.984925
1657,0.945926
1658,0.957467
1659,0.658072
1660,0.982152
1661,0.984107
1662,0.946664
1663,0.968256
1664,0.994102
1665,0.934286
1666,0.950175
1667,0.921134
1668,0.992389
1669,0.963059
1670,0.980587
1671,0.247487
1672,0.873244
1673,0.943739
1674,0.949319
1675,0.008644
1676,0.038064
1677,0.800190
1678,0.985738
1679,0.992355
1680,0.959042
1681,0.966474
1682,0.974296
1683,0.990622
1684,0.924077
1685,0.951098
1686,0.985684
1687,0.977308
1688,0.987559
1689,0.987891
1690,0.972845
1691,0.977312
1692,0.996810
1693,0.981851
1694,0.620242
1695,0.982942
1696,0.934238
1697,0.916656
1698,0.931530
1699,0.944497
1700,0.978015
1701,0.976649
1702,0.986508
1703,0.733622
1704,0.979119
1705,0.888147
1706,0.175671
1707,0.985868
1708,0.943580
1709,0.993885
1710,0.998837
1711,0.992102
1712,0.898640
1713,0.113484
1714,0.968538
1715,0.973464
1716,0.972193
1717,0.407730
1718,0.026912
1719,0.966518
1720,0.980102
1721,0.974983
1722,0.948876
1723,0.982818
1724,0.977715
1725,0.963458
1726,0.988977
1727,0.988747
1728,0.984932
1729,0.991317
1730,0.901175
1731,0.978662
1732,0.934190
1733,0.983785
1734,0.843843
1735,0.987779
1736,0.958575
1737,0.943176
1738,0.986656
1739,0.944342
1740,0.991481
1741,0.499302
1742,0.869573
1743,0.982751
1744,0.959189
1745,0.987344
1746,0.979824
1747,0.977199
1748,0.923221
1749,0.981882
1750,0.969026
1751,0.950205
1752,0.905028
1753,0.970042
1754,0.916203
1755,0.929094
1756,0.965524
1757,0.898035
1758,0.981467
1759,0.977889
1760,0.970998
1761,0.139117
1762,0.797487
1763,0.994927
1764,0.992893
1765,0.965827
1766,0.921953
1767,0.995434
1768,0.016963
1769,0.523580
1770,0.958539
1771,0.991553
1772,0.986598
1773,0.849153
1774,0.459965
1775,0.970604
1776,0.830886
1777,0.917821
1778,0.723749
1779,0.973677
1780,0.969845
1781,0.937708
1782,0.370955
1783,0.970316
1784,0.883048
1785,0.979870
1786,0.993149
1787,0.837335
1788,0.851941
1789,0.980148
1790,0.977100
1791,0.082200
1792,0.983330
1793,0.978283
1794,0.657183
1795,0.979062
1796,0.641335
1797,0.900575
1798,0.982043
1799,0.977112
1800,0.869868
1801,0.915523
1802,0.992770
1803,0.474273
1804,0.996184
1805,0.664368
1806,0.908239
1807,0.992095
1808,0.974636
1809,0.989564
1810,0.971062
1811,0.912548
1812,0.980063
1813,0.107141
1814,0.939316
1815,0.961118
1816,0.984626
1817,0.867973
1818,0.991921
1819,0.832435
1820,0.971467
1821,0.992363
1822,0.942318
1823,0.926142
1824,0.493800
1825,0.998620
1826,0.982572
1827,0.973445
1828,0.989009
1829,0.986828
1830,0.514313
1831,0.948939
1832,0.960461
1833,0.973797
1834,0.917149
1835,0.978715
1836,0.943987
1837,0.972571
1838,0.812226
1839,0.942087
1840,0.972803
1841,0.221451
1842,0.960558
1843,0.982860
1844,0.834659
1845,0.874302
1846,0.821621
1847,0.986148
1848,0.966402
1849,0.934206
1850,0.972520
1851,0.988699
1852,0.981335
1853,0.595047
1854,0.994344
1855,0.887519
1856,0.985554
1857,0.991337
1858,0.351280
1859,0.992492
1860,0.222190
1861,0.805195
1862,0.996133
1863,0.888331
1864,0.862136
1865,0.976950
1866,0.975561
1867,0.929835
1868,0.980911
1869,0.885058
1870,0.945143
1871,0.976827
1872,0.982905
1873,0.053876
